Poste,Entreprise,Ville,Lien,Source,Date,Type
DATA Analyst H/F,Smile,"Asnières-sur-Seine, Île-de-France, France",https://www.linkedin.com/jobs/view/4253235411,linkedin,20/06/2026,CDI/Autre
Data Engineer / F/H,HOUSE OF ABY,"Valbonne, Provence-Alpes-Côte d'Azur, France",https://www.linkedin.com/jobs/view/4428280170,linkedin,20/06/2026,CDI/Autre
Ingénieur de données/Ingénieure de données,HARA Consulting,"Dijon, Bourgogne-Franche-Comté, France",https://www.linkedin.com/jobs/view/4430971710,linkedin,20/06/2026,CDI/Autre
Model Behavior Monitor,Tech Pipeline,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4415659514,linkedin,20/05/2026,CDI/Autre
GenAI Engineer,SFEIR Lille,"Toulouse, Occitanie, France",https://www.linkedin.com/jobs/view/4415784799,linkedin,20/05/2026,CDI/Autre
Forward Deployed Engineer,Lettria,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4413307446,linkedin,20/05/2026,CDI/Autre
Business Developer Grands Comptes - Data / IA,TeamCo,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4417066233,linkedin,20/05/2026,CDI/Autre
Data Engineer – Secteur Finance (H/F),QUANTEAM (RAINBOW PARTNERS Group),"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4389549982,linkedin,20/05/2026,CDI/Autre
Consultant·e Data Engineer,Ntico,"Lille, Hauts-de-France, France",https://www.linkedin.com/jobs/view/4401295604,linkedin,20/05/2026,CDI/Autre
Inspecteur-rice Data H/F,Groupe Crédit Agricole,"Montrouge, Île-de-France, France",https://www.linkedin.com/jobs/view/4358163548,linkedin,20/05/2026,CDI/Autre
🌐 Care Ops,Alan,"Nice, Provence-Alpes-Côte d'Azur, France",https://www.linkedin.com/jobs/view/4354656753,linkedin,20/05/2026,CDI/Autre
DATA Engineer H/F,Smile,"Lille, Hauts-de-France, France",https://www.linkedin.com/jobs/view/4232904464,linkedin,20/05/2026,CDI/Autre
Data Engineer H/F,Scalian,,https://www.linkedin.com/jobs/view/4406165880,linkedin,20/05/2026,CDI/Autre
AWS Data Engineer,WHIZE,"Neuilly-sur-Seine, Île-de-France, France",https://www.linkedin.com/jobs/view/4415077816,linkedin,20/05/2026,CDI/Autre
Data Engineer,Capgemini Engineering,"Issy-les-Moulineaux, Île-de-France, France",https://www.linkedin.com/jobs/view/4395295270,linkedin,20/05/2026,CDI/Autre
Data engineer (H/F),Amiltone,"Lille, Hauts-de-France, France",https://www.linkedin.com/jobs/view/4415351336,linkedin,20/05/2026,CDI/Autre
Data Analyst Power BI,WHIZE,"Neuilly-sur-Seine, Île-de-France, France",https://www.linkedin.com/jobs/view/4415083458,linkedin,20/05/2026,CDI/Autre
Freelance Data Science Engineer (Python & SQL),Mindrift,"Lyon, Auvergne-Rhône-Alpes, France",https://www.linkedin.com/jobs/view/4414662951,linkedin,20/05/2026,CDI/Autre
Data Scientist (Python & SQL) - Freelance AI Trainer,Mindrift,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4414931176,linkedin,20/05/2026,CDI/Autre
Freelance Data Science Engineer (Python & SQL),Mindrift,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4414679569,linkedin,20/05/2026,CDI/Autre
Data Engineer H/F,Harmonie Mutuelle ESS - Groupe VYV,"Angers, Pays de la Loire, France",https://www.linkedin.com/jobs/view/4413956502,linkedin,20/05/2026,CDI/Autre
Data Engineer (F/H),ALTEN,"Boulogne-Billancourt, Île-de-France, France",https://www.linkedin.com/jobs/view/4413978528,linkedin,20/05/2026,CDI/Autre
ESG Data Analyst – H/F – CDI,Essendi,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4410374471,linkedin,20/05/2026,CDI/Autre
Data Engineer H/F,Harmonie Mutuelle,"Angers, Pays de la Loire, France",https://www.linkedin.com/jobs/view/4413971762,linkedin,20/05/2026,CDI/Autre
Data Engineer H/F,Free-Work,"Nantes, Pays de la Loire, France",https://www.linkedin.com/jobs/view/4413369954,linkedin,20/05/2026,CDI/Autre
Data Scientist F/H  à Toulouse,Aqsone,"Toulouse, Occitanie, France",https://www.linkedin.com/jobs/view/4416671792,linkedin,20/05/2026,CDI/Autre
Data engineer Power BI H/F,SOFTEAM,"Bordeaux, Nouvelle-Aquitaine, France",https://www.linkedin.com/jobs/view/4416642033,linkedin,20/05/2026,CDI/Autre
Développeur outils bureautiques et python H/F,Banque de France,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4413316515,linkedin,20/05/2026,CDI/Autre
Graduate data scientist,Bending Spoons,,https://www.linkedin.com/jobs/view/4416306300,linkedin,20/05/2026,CDI/Autre
Graduate data scientist,Bending Spoons,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4416305498,linkedin,20/05/2026,CDI/Autre
STG BUSINESS INSIGHT & STRATEGY ANALYST,Novartis,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4416129696,linkedin,20/05/2026,CDI/Autre
Data scientist,Bending Spoons,,https://www.linkedin.com/jobs/view/4416316017,linkedin,20/05/2026,CDI/Autre
Graduate AI software engineer,Bending Spoons,,https://www.linkedin.com/jobs/view/4416158545,linkedin,20/05/2026,CDI/Autre
Graduate AI software engineer,Bending Spoons,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4416167351,linkedin,20/05/2026,CDI/Autre
Graduate AI software engineer,Bending Spoons,"Lyon, Auvergne-Rhône-Alpes, France",https://www.linkedin.com/jobs/view/4416177058,linkedin,20/05/2026,CDI/Autre
Graduate software engineer,Bending Spoons,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4416164400,linkedin,20/05/2026,CDI/Autre
Graduate AI software engineer,Bending Spoons,"Palaiseau, Île-de-France, France",https://www.linkedin.com/jobs/view/4416175096,linkedin,20/05/2026,CDI/Autre
Graduate AI software engineer,Bending Spoons,"Orsay, Île-de-France, France",https://www.linkedin.com/jobs/view/4416165419,linkedin,20/05/2026,CDI/Autre
Graduate software engineer,Bending Spoons,"Lyon, Auvergne-Rhône-Alpes, France",https://www.linkedin.com/jobs/view/4416162450,linkedin,20/05/2026,CDI/Autre
Graduate software engineer,Bending Spoons,,https://www.linkedin.com/jobs/view/4416171242,linkedin,20/05/2026,CDI/Autre
Graduate software engineer,Bending Spoons,"Orsay, Île-de-France, France",https://www.linkedin.com/jobs/view/4416161588,linkedin,20/05/2026,CDI/Autre
Graduate software engineer,Bending Spoons,"Palaiseau, Île-de-France, France",https://www.linkedin.com/jobs/view/4416159510,linkedin,20/05/2026,CDI/Autre
Founding Senior Data Engineer – Platform & Analytics – Paris/Remote (M/F/X),ARION Search,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4416187824,linkedin,20/05/2026,CDI/Autre
Data scientist,Bending Spoons,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4416301820,linkedin,20/05/2026,CDI/Autre
Data Engineer H/F,ACENSI,"Courbevoie, Île-de-France, France",https://www.linkedin.com/jobs/view/4408661219,linkedin,20/05/2026,CDI/Autre
Data Engineer - Statistiques F/H,padoa,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4415491321,linkedin,20/05/2026,CDI/Autre
Chef de projet DATA F/H,Crédit Agricole Titres,"Mer, Centre-Val de Loire, France",https://www.linkedin.com/jobs/view/4385376901,linkedin,20/05/2026,CDI/Autre
"Chief Engineer, Operations, DCEO",Amazon Web Services (AWS),"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4333962844,linkedin,20/05/2026,CDI/Autre
Alternant Data Analyst / Data Engineer H/F,Banque Française Mutualiste,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4403640609,linkedin,20/05/2026,CDI/Autre
Data Scientist (Python & SQL) - Freelance AI Trainer,Mindrift,"Lyon, Auvergne-Rhône-Alpes, France",https://www.linkedin.com/jobs/view/4414925640,linkedin,20/05/2026,CDI/Autre
Process Improvement & Reporting Analyst,Stellantis,"Poissy, Île-de-France, France",https://www.linkedin.com/jobs/view/4417066359,linkedin,20/05/2026,CDI/Autre
Data Engineer - F/H,Toyota Motor Manufacturing France,"Onnaing, Hauts-de-France, France",https://www.linkedin.com/jobs/view/4413618728,linkedin,20/05/2026,CDI/Autre
Software Engineer - Developer,Scaleway,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4413392307,linkedin,20/05/2026,CDI/Autre
Data Scientist,5 Degrés,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4413603994,linkedin,20/05/2026,CDI/Autre
Data Analyst (H/F),ALTEN,"Toulouse, Occitanie, France",https://www.linkedin.com/jobs/view/4416118786,linkedin,20/05/2026,CDI/Autre
Avionics System Engineer (all gender),Ascendance,"Toulouse, Occitanie, France",https://www.linkedin.com/jobs/view/4413383090,linkedin,20/05/2026,CDI/Autre
Graduate AI software engineer,Bending Spoons,,https://www.linkedin.com/jobs/view/4403359089,linkedin,20/04/2026,CDI/Autre
Graduate AI software engineer,Bending Spoons,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4403359090,linkedin,20/04/2026,CDI/Autre
Graduate AI software engineer,Bending Spoons,"Lyon, Auvergne-Rhône-Alpes, France",https://www.linkedin.com/jobs/view/4403361074,linkedin,20/04/2026,CDI/Autre
Graduate AI software engineer,Bending Spoons,"Orsay, Île-de-France, France",https://www.linkedin.com/jobs/view/4403354121,linkedin,20/04/2026,CDI/Autre
Graduate AI software engineer,Bending Spoons,"Palaiseau, Île-de-France, France",https://www.linkedin.com/jobs/view/4403353150,linkedin,20/04/2026,CDI/Autre
Graduate software engineer,Bending Spoons,"Orsay, Île-de-France, France",https://www.linkedin.com/jobs/view/4403356133,linkedin,20/04/2026,CDI/Autre
Graduate software engineer,Bending Spoons,"Palaiseau, Île-de-France, France",https://www.linkedin.com/jobs/view/4403346964,linkedin,20/04/2026,CDI/Autre
Architecte Azure Data/IA (F/H),Talan - France,"Lille, Hauts-de-France, France",https://www.linkedin.com/jobs/view/4399159356,linkedin,20/04/2026,CDI/Autre
Alternant.e Data Engineer junior – Traitement de données de système médicaux H/F,GE HealthCare,"Buc, Île-de-France, France",https://www.linkedin.com/jobs/view/4401374518,linkedin,20/04/2026,CDI/Autre
Data Analyst H/F,Jean Rouyer Automobiles,"Nantes, Pays de la Loire, France",https://www.linkedin.com/jobs/view/4401062140,linkedin,20/04/2026,CDI/Autre
Data analyst,Bending Spoons,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4403616151,linkedin,20/04/2026,CDI/Autre
Data analyst,Bending Spoons,,https://www.linkedin.com/jobs/view/4403614188,linkedin,20/04/2026,CDI/Autre
Data analyst (F/H) - Data analyst (F/H),CIC,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4403371762,linkedin,20/04/2026,CDI/Autre
Data scientist,Bending Spoons,,https://www.linkedin.com/jobs/view/4403618070,linkedin,20/04/2026,CDI/Autre
Graduate data scientist,Bending Spoons,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4403603369,linkedin,20/04/2026,CDI/Autre
Graduate software engineer,Bending Spoons,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4403358119,linkedin,20/04/2026,CDI/Autre
Graduate data scientist,Bending Spoons,,https://www.linkedin.com/jobs/view/4403605255,linkedin,20/04/2026,CDI/Autre
Graduate software engineer,Bending Spoons,,https://www.linkedin.com/jobs/view/4403350197,linkedin,20/04/2026,CDI/Autre
Software engineer Python/JS Cybersécurité,URBAN LINKER,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4401635514,linkedin,20/04/2026,CDI/Autre
BACKEND SOFTWARE ENGINEER,STATION F,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4403342270,linkedin,20/04/2026,CDI/Autre
"Senior Software Engineer, Product Engineering, EU",Ashby,"Lacaussade, Nouvelle-Aquitaine, France",https://www.linkedin.com/jobs/view/4403325726,linkedin,20/04/2026,CDI/Autre
"Staff Software Engineer, Product Engineering, EU",Ashby,"Lacaussade, Nouvelle-Aquitaine, France",https://www.linkedin.com/jobs/view/4403336549,linkedin,20/04/2026,CDI/Autre
"Staff Platform Engineer, EU",Ashby,"Lacaussade, Nouvelle-Aquitaine, France",https://www.linkedin.com/jobs/view/4403339539,linkedin,20/04/2026,CDI/Autre
Senior Software Engineer | Upto $55/hr Hourly,Mercor,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4400027851,linkedin,20/04/2026,CDI/Autre
Fullstack Software Engineer (x/f/m) - Core Billing Platform,Alan,"Marseille, Provence-Alpes-Côte d'Azur, France",https://www.linkedin.com/jobs/view/4401713660,linkedin,20/04/2026,CDI/Autre
Fullstack Software Engineer (x/f/m) - Core Billing Platform,Alan,"Nice, Provence-Alpes-Côte d'Azur, France",https://www.linkedin.com/jobs/view/4401712672,linkedin,20/04/2026,CDI/Autre
Fullstack Software Engineer (x/f/m) - Global Billing Platform,Alan,,https://www.linkedin.com/jobs/view/4401718499,linkedin,20/04/2026,CDI/Autre
Consultant(e) Data Scientist / AI Engineer,Leonar,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4400717251,linkedin,20/04/2026,CDI/Autre
Data analyst MOA - Actuariat,PRÉVOIR,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4399580563,linkedin,20/04/2026,CDI/Autre
Consultant(e) Data Analyst,Sia,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4386764030,linkedin,20/03/2026,CDI/Autre
Data Engineer Databricks H/F,Wewyse Reply,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4384079271,linkedin,20/03/2026,CDI/Autre
Senior Network & System Engineer (W/M),Lesaffre,"Marcq-en-Barœul, Hauts-de-France, France",https://www.linkedin.com/jobs/view/4386316326,linkedin,20/03/2026,CDI/Autre
Lead Data Engineer H/F,Avanda Group,"Toulouse, Occitanie, France",https://www.linkedin.com/jobs/view/4386317460,linkedin,20/03/2026,CDI/Autre
Ingénieur Data confirmé - H/F,Atol CD,"Dijon, Bourgogne-Franche-Comté, France",https://www.linkedin.com/jobs/view/4384076182,linkedin,20/03/2026,CDI/Autre
Data Analyste H/F,Banque Populaire Rives de Paris,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4384073670,linkedin,20/03/2026,CDI/Autre
Senior AI Engineer,Orakl Oncology,"Le Kremlin-Bicêtre, Île-de-France, France",https://www.linkedin.com/jobs/view/4388339965,linkedin,20/03/2026,CDI/Autre
Software Engineer – Scientific Python,Alice & Bob,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4380933212,linkedin,20/03/2026,CDI/Autre
Embedded Linux Software Engineer,L-Acoustics,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4386722052,linkedin,20/03/2026,CDI/Autre
Data Scientist x Software Engineer - Intermediate,Metroscope,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4386389831,linkedin,20/03/2026,CDI/Autre
Data Scientist,JD.COM,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4386399518,linkedin,20/03/2026,CDI/Autre
Consultant Cloud Azure & DevOps H/F,Metanext,"Courbevoie, Île-de-France, France",https://www.linkedin.com/jobs/view/4385294212,linkedin,20/03/2026,CDI/Autre
Consultant Junior Alternant - Data & Analytics F/H,Deloitte,"Grenoble, Auvergne-Rhône-Alpes, France",https://www.linkedin.com/jobs/view/4418851308,linkedin,19/06/2026,CDI/Autre
Analytics Engineer,AVELSEN,"Lyon, Auvergne-Rhône-Alpes, France",https://www.linkedin.com/jobs/view/4428039897,linkedin,19/06/2026,CDI/Autre
📢  Expert BI / Data engineer H/F,"EQIOM, A CRH Company","Lesquin, Hauts-de-France, France",https://www.linkedin.com/jobs/view/4426826689,linkedin,19/06/2026,CDI/Autre
SysOps / Infrastructure Engineer - Santé,"Yotta - Expert en recrutement Data, AI & Product","Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4429521860,linkedin,19/06/2026,CDI/Autre
Data Scientist (Python & SQL) - Freelance AI Trainer,Mindrift,,https://www.linkedin.com/jobs/view/4430455845,linkedin,19/06/2026,CDI/Autre
Analyste Reporting & Data,Societe Generale Private Banking - SGPB,"La Défense, Île-de-France, France",https://www.linkedin.com/jobs/view/4427849605,linkedin,19/06/2026,CDI/Autre
PFE 2027 Amélioration du reporting pour la prise de décision opérationnelle (33) F/H,VINCI Construction France,"Mérignac, Nouvelle-Aquitaine, France",https://www.linkedin.com/jobs/view/4429176760,linkedin,19/06/2026,CDI/Autre
Ingénieur de données/Ingénieure de données,Capgemini,"Montbonnot-Saint-Martin, Auvergne-Rhône-Alpes, France",https://www.linkedin.com/jobs/view/4417311866,linkedin,19/06/2026,CDI/Autre
Data Engineer Databricks H/F,Wewyse Reply,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4420719503,linkedin,19/06/2026,CDI/Autre
Data engineer (F/H) - Niort,Aubay,"Niort, Nouvelle-Aquitaine, France",https://www.linkedin.com/jobs/view/4425789060,linkedin,19/06/2026,CDI/Autre
Senior Data Engineer,AQEMIA,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4430991869,linkedin,19/06/2026,CDI/Autre
Data Engineer GCP & Big Data,Pyl.Tech,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4429661640,linkedin,19/06/2026,CDI/Autre
Data Engineer H/F,Matawan Services,,https://www.linkedin.com/jobs/view/4430935333,linkedin,19/06/2026,CDI/Autre
GCP Data Engineer,Next Ventures,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4427844688,linkedin,19/06/2026,CDI/Autre
Data Engineer – F/H,Ciril GROUP,"Villeurbanne, Auvergne-Rhône-Alpes, France",https://www.linkedin.com/jobs/view/4430156521,linkedin,19/06/2026,CDI/Autre
Consultant BI for IA / Data analyst - F/H,Niji,"Rennes, Brittany, France",https://www.linkedin.com/jobs/view/4413604606,linkedin,19/06/2026,CDI/Autre
"Tech DATA (AWS, SQL, Informatica, Power BI) H/F",PREREQUIS,"Île-de-France, France",https://www.linkedin.com/jobs/view/4426485478,linkedin,19/06/2026,CDI/Autre
Consultant Data Engineer / Big Data (F/H),Onepoint,"Nantes, Pays de la Loire, France",https://www.linkedin.com/jobs/view/4353672671,linkedin,19/06/2026,CDI/Autre
Data engineer (H/F),Amiltone,"Lille, Hauts-de-France, France",https://www.linkedin.com/jobs/view/4430935561,linkedin,19/06/2026,CDI/Autre
Ingénieur data,VINCI Construction Grands Projets Hellas S.A.,"Haute-Garonne, Occitanie, France",https://www.linkedin.com/jobs/view/4431133200,linkedin,19/06/2026,CDI/Autre
Alternant(e) en Business Intelligence - Propriété Intellectuelle,ARaymond,"Grenoble, Auvergne-Rhône-Alpes, France",https://www.linkedin.com/jobs/view/4410365100,linkedin,19/05/2026,CDI/Autre
Data Analyst Product Owner H/F,Ciril GROUP,"Meylan, Auvergne-Rhône-Alpes, France",https://www.linkedin.com/jobs/view/4416667120,linkedin,19/05/2026,CDI/Autre
GenAI Engineer,SFEIR,"Toulouse, Occitanie, France",https://www.linkedin.com/jobs/view/4415764657,linkedin,19/05/2026,CDI/Autre
Data Engineer - Foundational,Harmattan AI,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4382114139,linkedin,19/05/2026,CDI/Autre
Data Engineer,Lyonbiopôle Auvergne-Rhône-Alpes,"Rhône, Auvergne-Rhône-Alpes, France",https://www.linkedin.com/jobs/view/4413826410,linkedin,19/05/2026,CDI/Autre
